tweet,anotasi1,anotasi2,anotasi_final
"USER USER USER Halah ngebual aja lu cuk.. yg gw tanya knapa negara lain kna elnino tp mereka gk terdampak. Ms cm negara kita tok yg nyalahin dampK external. Brarti rezim ini gk mampu melakukan mitigasi mslh yg akn trjadi gk py antisipasi, msa cm bs beralibi. lo jd buzzerP smart dkit lh koplok",not hate,not hate,not hate
USER JIR KAMU DEMEN SIAPA SHU APA REIJI?????? 😭😭😭😭 koplok emanggggg baguslah dia meninggal dengan tragis tAPI MASIH AJA MAKSA MAU IDUP LAGI CAPE,not hate,not hate,not hate
"Orang fokusnya ke jurig ada bias gw fokusnya ke ternyata jurig kalau keujanan berteduh jg y,,,,",not hate,not hate,not hate
USER Inih yg betah lama di sungai sampai dipanggil jurig cai alias setan air USER,not hate,not hate,not hate
"USER gue like sm rt semua fils karena emg bener bgt dr dulu dulu yg bikin jadi kepecah begini ya oknum oknum yg modelannye begitu plsss 😭😭😭😭 kasian Sn jadi harus kena imbasnya karena tweet tweet yg jelekkk, malah jadi melebar kemana mana.... TRS JUGA Akgae mending jauh² DEH KEHED",not hate,not hate,not hate
duit aing kemana yak kok di dompet kaga ada,not hate,not hate,not hate
"USER koplok, otak lu koplok. kocakkkk",hate,hate,hate
"USER Belekok, ini mah makan berbayar dipesantren lu liat  nampan dan bpk2 pake sarungan, https://t.co/WgZwSGCX81",not hate,hate,hate
"emang dasarnya otak selangkangan, apa apa ngundang nafsu kanjut lo anjing",hate,hate,hate
gue gamau buka twt... isinya jjk mulu kocak gue ga kwat help gege lu bajigur blegug kehed,not hate,hate,hate
Cik talungtik kang naha bener irongan kuring atawa salah.calon pupuhu nagri teh nmr 2 mh tos rd pikun tulalit wakilna rd kuulen ngeleg boloho eweh kanyaho.muga2 irongan kuring salah.sabab kuring hariwang nitipken nagri ka jalma anu salah cc kang USER,not hate,not hate,not hate
"USER You ada reasonnya, sih. Dapet team mate koplok",not hate,hate,hate
baekhyun sih harus mandi kembang 7 rupa pas nyampe rumah soalnya jurig modelan itu sering bgt nempelin🥴🥴,not hate,not hate,not hate
mamah aku teh sudah teu kuat dengan semester 3 yang edan ini koplok anyinkkk,not hate,not hate,not hate
USER wkwkw makanya dek kasih tau biar ga dikira anak jurig 😂,not hate,not hate,not hate
"USER Maneh siga bagong artinya kamu ganteng banget sih. Itu nder, sama maneh teh goreng pisan ini juga artinya kamu cakep amat, semangat nderr",not hate,hate,hate
USER USER LU LARI LARI BAWA BOLA DI LAPANGAN UKURAN 28.5 M × 15 M AJA LU ANGGEP MEDAN PERANG KOPLOK,not hate,not hate,not hate
"USER USER udah tau goblok artinya, kanjut emg",not hate,hate,hate
USER never in my life aku bakal menyangka keisha ngomong lebok sia,not hate,not hate,not hate
"USER Perasaan dulu baik2aja tuh, yg non Muslim santai dan menerima, yg muslim khusu beribadah, ga ada tuh yg namanya Intervensi apa2, perasaan di jaman Rezim ini Ruwet banget, Maunya Apak Kalian ini??? Ngajak Ribut, bikin kacau negara, bikin perpecah belahan Atau Apa???? dasar Kehed.",not hate,not hate,not hate
"aduhh kanjut ni, keknya lama deh, gw pas sebelum zuhur izin pulang dah https://t.co/fofkSvMw8W",not hate,not hate,not hate
"Ribut wae ah riweuh umak mah sampe ga pada bahas ini shanju cakep bgt gelo pake wedding dress huhu. Selamaaat njuu, semoga rumah tangganya harmonis, salam ke mas suami, bisa meren badminton di Bikasoga huhu. 🌷 https://t.co/WOmd4NmYBz",not hate,not hate,not hate
Ini kenapa jadi orang bank yg galak ke gua. Kita ini client lu kehed,hate,not hate,hate
wkwkwk koplok ah capek pengen gue bogem  juga lama lama 👊🏻👊🏻👊🏻👊🏻👊🏻,not hate,not hate,not hate
"USER Ah..
Itu kan cuma bacot buzzer gerombolan lu ki kehed?

🤣🤣🤣",not hate,hate,hate
"Sumpah kak, baru kali ini aku dibikin ketawa bukannya takut karena jurig 😭😭😭",not hate,not hate,not hate
"USER Gua tau ini cuman fiksi tapi emang asu banget coukk, tahan gua buat ga maki maki melki di disini biar gua maki maki dalam hati gua sumpahin lu melki kanjut lu menciut.",not hate,not hate,not hate
USER USER jijik banget gausah nyebut lu kehed,not hate,hate,hate
USER Anak jurig gitu ya yang 😭,not hate,not hate,not hate
yg riweh gegr seventeen di unesco wkwkwk semoga pantatnya nyatu sia jd satu jd gabisa boker lebok,hate,hate,hate
"aing jadi suka Maniac nya Viviz, dah 😭👊 Untie nya juga kebayang-bayang. 😭😭😭👊",not hate,not hate,not hate
"USER si koplok WKWKWKWK kalo lu gak permasalahin ngapain lu komen komen di lapak orang sakit? yg begitu kan namanya MEMPERMASALAHKAN, nah iya, keliatan kan lu jg ga waras, kalo lagi ada masalah cerita aj bang",not hate,not hate,not hate
USER Yang ini gak serem. Ada yg satu lagi ihhh yg gelap gtu anjir…. aing kira orang lagi galau ternyata pocong galau begu 🥲,not hate,not hate,not hate
Yg cari mutual kan lu kehed,not hate,hate,hate
"USER Fyi, mamas adalah bahasa sunda lemesnya kanjut",not hate,not hate,not hate
USER Maneh beres gym jam sbrha? Aing mo ikut :(,not hate,not hate,not hate
USER masih gantengan kanjut ucing daripada muka lo pler bajingan ancur aja lukh sama si pelakor gaakan bahagia lu,hate,hate,hate
USER WOI INGPO WOi MAU PERFORM POISON DIMANA WOII KOK AING KAGA TAUUUU😭😭,not hate,not hate,not hate
USER Keren beungeut sia siga bool babi,hate,hate,hate
USER ya allahh git aing baru bacaa cuss sedih bangett semangat gitaa👋,not hate,not hate,not hate
"USER Korupsi na edan edanan di BDG mah , Zaman kang emil pendapatan leutik tapi bisa ngabangun sagala , ayeuna lewih gede tapi pembangunan eweuh 🤣 dihakan jurig kabeh 💩",hate,hate,hate
USER JIR udah kayak jurig aja auto ngilang,not hate,not hate,not hate
lagi mikirin ini aing bawa tugas b indo kalo naik grab bike bisa ga ya takut ngararapung terus sterofoamnya patah anying kena angin gelebug,not hate,not hate,not hate
tadi tuh gw liat udah mau udahan sebenernya tapi pawat ngajak neo ngomong lagi ini tuh kek vt 2 mas-mas yang ngomongin jurig sambil ngabisin rokok ga sih,not hate,not hate,not hate
USER ga takut kena jurig bantal apa,not hate,not hate,not hate
"aing br balik set 10, disuruh vo 15 atraksi wisata, bikin script sendiri, ngotot semalem jadi",not hate,not hate,not hate
ni org stress ngapain pake ava jaehyuk anjir?? gak sudi bgt foto bias kesayangan gue dipake haters tantrum kek lu kehed,not hate,not hate,not hate
digibahin depan beungeut untuk yg kedua kaliny,not hate,not hate,not hate
USER heeh emang nu kanjut eta jelema obsessed bikin orang gak nyaman,not hate,not hate,not hate
Kanjut lu gua sunat 3x sini njing,hate,hate,hate
"Dilema mo mandi air anget tp gw ga demen, mandi air dingin ntr yg ada idung mampet, ga mandi takut ga bs tidur pules, mandi ujan takut kesamber petir dan jurig 😔😔😔",not hate,not hate,not hate
USER lu yang apes ketemu si kehed,not hate,hate,hate
"Fans western sama aja kek fans kpop, gak usah sok ngedrag dah lo kalo apa² kesinggung Apalagi sok bawa penyanyi yang nulis lagu sendiri, aktor aktris sekalian nulis cerita sendiri juga koplok",not hate,hate,hate
USER Berhasil pisan eta si willy bedegong manipulasina si gblg emang,not hate,hate,hate
USER Naaah aing gini sih 😂 Makanya keluarga mah ngerti pasti langsung nelpon kalo sekarang ga pake chat2 dulu,not hate,not hate,not hate
"USER USER Lanjut bangg, tu cewe emang kanjut beneran",not hate,not hate,not hate
"USER UPPPP, niatnya dengerin lagu malem malem karena sepi MALAH ADA IKLAN HORROR KOPLOK",not hate,not hate,not hate
"USER Ini mah cari ribut, dikira ada jurig demo🗿",not hate,not hate,not hate
sumpil ih aing ma teu masalah lamun tempo hari maneh ngomong maneh geus teu cinta deui ka aing goblok.. daripada ninggalin dg dalih hayang memperbaiki diri menjauhi semua wanita krna nilai ujian praktek maneh jeblok grgr pacaran,not hate,not hate,not hate
USER USER aing udah lulus SMA babi,not hate,not hate,not hate
"Beneran deh, aing beneran kesel banget anjing sama sia fot, mau berubah segimana rupa nya juga aing tetep aja kesel banyak ke sia",not hate,not hate,not hate
USER beungeut na pasti goreng patut si anying,not hate,not hate,not hate
"udh anjing cukup gausah nyuruh gue nyari doi lg, dah muak cinta cintaan, INI LG ADEK GUE APA APAAN BARU SMP UDH PACAR PACARAN, KEHED JD GUE YG KENA",not hate,not hate,not hate
mungkin inilah saatnya gw ganti profile ADUH KOPLOK CANTIK BANGET,not hate,not hate,not hate
"USER USER Setuju, aing sampe bdg ga kemaleman dan bisa nyari moment",not hate,not hate,not hate
USER Aing gak ada role nya kanjut,not hate,not hate,not hate
"USER Koplok lah masa dipake buat pinjol, kalau buat ojol gue bolehin dah",not hate,not hate,not hate
USER USER ular kak! dia imug1 alias ular yang gagal jadi naga jadi serem banget mukanya kek jurig,not hate,not hate,not hate
koplok lu sange anying dibilang keren 😭😭😭 woakwoakwowk,hate,not hate,hate
"USER chara hotel atau asteria under 500k. tapi ga tau bisa netflixan atau ga, soalnya ga pernah nyalain tv kalo di hotel. minusnya asteria, air panas di kamar mandinya kadang koplok gt.",not hate,not hate,not hate
"USER mending sia tong bobogohan heula ai mikir kitu keneh mah dasar si kehed, jig weh ditu jeung babaturan maneh ngaharomo. 
mugia si tetehna geura pendak sareng lalaki anu bageur meh bisa bucin duaan, teu ciga jelema kieu patut teu bisa mikir",not hate,not hate,not hate
semiga org yg suka catcalling sariawan mulu tiap hari semulut biar diem sia anying koplok benci gw,not hate,not hate,not hate
"USER USER USER USER USER USER USER USER USER USER USER USER Lu aja yang bego, sok pakai bhs inggris. Lu pikir gw gak paham? Penjilat tokai koplok emang.",hate,hate,hate
Dulu bosnya senior gw pernah bilang “Jepang tidak pernah salah”🤣😂💩 Sampe sekarang kalimat itu suka jadi becandaan kalo lg ngobrol sama senior gw. Sarua sarua keneh si kehed💀,not hate,hate,hate
"USER USER USER Kabau bau sungut naggapan nu gelo cuy Orang yang cinta dunia dan harta, akan berfikir bahwa semua solusi selesai dengan uang Kita liat nanti gimana akhirnya kaum kaum munafik ini",hate,hate,hate
USER Ih gelo gue ngetik nya jahad bngd,not hate,not hate,not hate
"Malam minggu niat main PS jadi penelusuran paket, kan Koplok! 😂 
Gini nih status diterima tapi ga ada barangnya. Kaya kamu sama dia. Njiirrlaaah faak kata gue teeh https://t.co/Ejk922YNfl",not hate,not hate,not hate
"JIRRR MAAF KALO MOODNYA SEDIH, ADA JURIG YG DTG KE KAMER CERITA SEDIH COK",not hate,not hate,not hate
"Trnyata gk pernah enak diroasting keluarga sendiri 
Aing yg udh berusaha diem salah dikira cupu masa udh kuliah gini aja terus katanya 
Eh anak gblk lu pikir aing kuliah cmn jajan geprek aing belajar anjr 
Dikamar mulu dibilang males eh koplok liat dong dikamar lagi nugas",not hate,not hate,not hate
"Nah Karena kang Asep satu satuannya yang megang senter disana, beliau arahkan dong senter itu ke tengah kelas untuk mastiin aja, pas di arahin.. senter itu tepat nyorot di wajah alias bengeut di penari eh anying barengan dia nengok dan EWEH BEUNGEUTAN ANYING DATARRR JIGA MARTABAK",not hate,hate,hate
Yt aing saking delaynya notif. Ini konten kemarin baru muncul. BANG AING DAH NONTON 2 KALI BAAANG. Elaaaaah telat mulu https://t.co/krVyuuF2TS,not hate,not hate,not hate
"Aing, nyaho rek pikieueun mah kuliah teh moal jurusan Teknik, rek jurusan Ekonomi weh kehed teh naha loba kieu diuji ekonomi na.
Nya kudu mayar ieu, mayar itu, nagih ieu, nagih itu.
Damn, Bro. Fake kata gue teh.",not hate,not hate,not hate
"apa gue harus posting kanjut,supaya dinotice banyak cewe?",not hate,not hate,not hate
USER giliran kanjut aja lu ngerti anjrit,not hate,not hate,not hate
"USER BOCAH GOBLOK, KALO GUA DISANA UDAH GUA GAMPAR BOLAK BALIK, GUA INJEK INJEK SAMPE BOCOR PALANYA, EMANG KONTOL KANJUT SIALAN SI BIADAB INI",hate,hate,hate
"koplok kagak ada opsi lain apa yah, klo disuruh pilih gue OGAHH",not hate,not hate,not hate
USER Aing poe ayeuna bebela an ka bali... Demi ultah si eta ................. Terus balik na aing di prank. 5 bulan kemudian prank na jadi kenyataan 🥹,not hate,not hate,not hate
USER Kasian ihh babangus nya pasti jeding :(,not hate,not hate,not hate
USER Pas jurig malem malah kepisah rombongan nooooo 😫😫,not hate,not hate,not hate
USER USER gw mimpi horor itu bnran ada ga jurig nya 👉👈,not hate,not hate,not hate
"USER Pendukung ganjar emang koplok nya minta ampun, hal kecil kek gitu aja dipermasalahin. Yg jelas jelas arogan ya ganjar yg merendahkan teman SD nya",hate,hate,hate
USER WAH ANJENG JAM BRP JA!? AING NONTON AH,not hate,not hate,not hate
USER yang bikin heboh anak jurig 😂😂😂,not hate,not hate,not hate
USER thx ya hari ini aing 6 jam dijalan gara2 ini.,not hate,not hate,not hate
lu yg kasmaran gua yg gumoh kehed,not hate,not hate,not hate
Kenapa sih itu grup. Aing udah lelah bgt😭🤸🏻‍♀️,not hate,not hate,not hate
"USER Gue di tele dulu pake dn ""Khaed"" terus dihina kehed wkwkwk",not hate,not hate,not hate
"mau akgae bias aing sendiri juga sama jahatnya, tidak memanusiakan manusia",not hate,not hate,not hate
emang ges dasar na belegug we manajemen emyu na ieu mah wkakakk,not hate,hate,hate
"baru denger charactanswer-nya tosshi karena kebetulan lewat beranda bilibili aing jadi ya udah dengerin aja sekalian searching. SUARANYA BAGUS BANGET????????? 😭 kaget banget karena gap suara dia kalo lagi ngomong, pas jadi nayuta, sama suara nyanyi lagunya sendiri tuh berasa 😭",not hate,not hate,not hate
"Orang aja bisa kenapa kamu ngga"" 2 hari denger kata ini dari orang yang berbeda. Fak kata aing teh""",not hate,not hate,not hate
"ni org org di kitab kuning nanyain gue can host can host terus, kehed sia.",not hate,not hate,not hate
"""maaf ya kak""
""iya"" 

iYA DOANG KONSOLLLLLL HARUSNYA LU YG MINTA MAAF DOSA LU SEGEDE KANJUT BADAGGGGGGGGG",hate,hate,hate
asep diamond boga elmu naon euy? ti putaran pertama mene hese menang kartu maen siga bagong ge,not hate,not hate,not hate
USER Ajig koplok laina si bow hatur nuhunkeun teh Fix isukan si bow sina asup polisi atau tni lah,not hate,not hate,not hate
USER Ada jurig wehh malem² di danau,not hate,not hate,not hate
Dikira enak apa ya nungguin balesan chat orang. Tau kenapa tak matiin tuh data seluler sama wifi? Biar aing kaga ngarep chatnya udah dibales sama lu yang super sibuk itu. Giliran sendirinya ditinggal tidur beneran malah pundung. Gelo pisan. Enak sendiri aja.,not hate,not hate,not hate
"tolong kerjasamanya lah kalo kerja kelompok tuh, jangan karena lu deket sm gue jadi bisa seenaknya anjingz mikir buat bagi2 ga mau pengen enak mulu anjing beban sia teh bagong",hate,hate,hate
Gua yang Jawa tapi sering pake naon sama kumaha sia bagong ☝🏻,not hate,hate,not hate
USER koplok..... gue 37 aja gede banget,not hate,not hate,not hate
Akun gue yang dipinjem Slamkopp muncul notifikasi dari Kanada koplok.,not hate,not hate,not hate
"anjg aing ka gocek :( klub sampah sia kehed sing eleh, emang geus bener tim bola nu layak di dukung mah ngan PERSIB BANDUNG only!",not hate,not hate,not hate
aing kmrn udh cirambay pas long text,not hate,not hate,not hate
USER soalnya lo mirip jurig jadi gua takut diajakin tidur bareng🙏🏻,not hate,not hate,not hate
"USER USER Hah, dasar vine belegug bau 💩",not hate,not hate,not hate
"Gapunya duit tp nongkrong, udud bisa sebungkus stengah, pas makan seadanya karna gada duit. Adalah aing 💩",not hate,not hate,not hate
Jurig jurig an😂 Ada noh di pojok kiri poci https://t.co/GpDWSRAHER,not hate,not hate,not hate
"USER USER Ya karna unnik lu kebiasaan di bawah, jadi pasti liat nya bawah dulu gk liat ke atas, jurig",not hate,hate,hate
"USER Wing Ewing lu punya Kontribusi apa Buat Anak2 Indonesia yg pendidikan nya Kurang ? 
Lu di bandingkan prestasi Anies Jauh banget Kehed.",not hate,hate,hate
"ni kalo ke israel cuma 1 jam doang sm aing mah didugdag pake motor, da anjingggggg. makin hari, makin bringas, makin gatau diri. acak² sama aing da. tuman bangsat. #FreePalestine 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸",hate,hate,hate
USER USER Sok iyee lo koplok. Ngapa jd ngurusin isi timeline gw? Bedain aku anonim sama akun fake blok. Lu jg ngapain ikut ngurusin Komen2 gw? Ih tolol sekali. Emangnya netijen elo doang?,hate,hate,hate
USER Mau di tuker sama jurig jurig nctway khh min?,not hate,not hate,not hate
"koplok ini spotify tiba"" muter wannaone gue lgsg diem😿",not hate,not hate,not hate
"kenapa sii kalian ga peduli aing lagi sakitt, nanya sakit kenapa kee kasih obatt kee. ya aing tau tujuan dari kalian gitu biar gua mandiri kan kuat kalau ga ada siapa2 lagi tanpa bergantung orang lain, aing tau ituuu, tapi gua juga pengen kali kali digituin kaya s a iki",not hate,not hate,not hate
"USER Kalau sama orang sunda wajib ngomongnya, Dahar runtah naon deui ayeuna?"" 🥺""",not hate,not hate,not hate
USER udah lah ini kunti kehed satu emang gelo cepet weh modyar,hate,hate,hate
Si aneh ini bilang muslim gak fanatik makan anjing sama babi. Lu muslim cuma ktp doang kehed. 🫵,hate,hate,hate
"USER apalagi aing brok wkwkw, incline ae baru 12kg wkwkwk",not hate,not hate,not hate
jj bareng anak2 jurig gua https://t.co/NsX7K67pnQ,not hate,not hate,not hate
"Karna bulan itu aku ngerasa kamu lebih lepas, aku liat manjanya kamu, aku ngarasa bisa lebih deket sama kamu (ujarnya) jirrr lah aing masih inget aja kata-katanya 🫠",not hate,not hate,not hate
Hi jurig di kamar aku kalo kalian naksir kihyuk mending jangan nyolong. Bilang yang jelas nanti kita nge hype bareng,not hate,not hate,not hate
"USER Gembling jurig mah, tapi sok aya nu ngabisikan 20 pertama tah eta teuing jurig teuing naon",not hate,not hate,not hate
"USER Kl ada temennya, lampu mati gapapa. Kl sendiri, wajib hidup karena pas kecil aku pertama kali bisa lihat jurig pas keadaan rumah lg matlis. Jd trauma😂",not hate,not hate,not hate
"GA JELAS SURUH NGEHAPUS VID/FOTO EX GW GEGARA DIA JEALOUS ,UDAH GW TURUTIN TERNYATA MALAH BRENGSEK ANJ KANJUT , UNTUNG FOTO/VID NYA MASIH GW SIMPEN DI GDRIVE 😃",not hate,not hate,not hate
Bang kayaknya ini jurig teh cita-citanya jadi content creator soalnya semakin dikontenin semakin RIBUT.,not hate,hate,hate
"MQL disini bisa yg emg udh fans dan mau cari tau lbh kanjut konten mrk sampe download app nya segala yaa

while kalo emg dibikin feature paid toktoq lo bikin lah benefit yg lbh untungin leads2 ini kata gue toktoq membership itu mesti direview lg sih",not hate,not hate,not hate
YA GMN TP GUE EMG FRIK 😭😭😭😭😭😭😭 SI ISFJ KOPLOK INI 😭😭😭😭,not hate,not hate,not hate
koplok bener abis nonton exhuma badan gw panas wkwk sugest dikit🤏🏻,not hate,not hate,not hate
"tuh kan, gua bilang juga apa, emang hawanya cocok buat bikin emih, babaturan aing loba yg buat emih, lewat di tl mulu",not hate,not hate,not hate
"USER USER USER sama bang, dah kepalang ngeklik juga kalo kalian kena juga, lebok kita phising'd bersama.",not hate,not hate,not hate
"smk 3 tahun mulmed, 1 tahun dkv dan masih gabisa instal/hapus apk... kek aing juga bingung naha teu hafal hafal + sieun salah wae anjig ai instal/hapus apk.. takut salah mencet",not hate,not hate,not hate
KOPLOK UPDATE SETELAH GW WWW EUNSEOK.,not hate,not hate,not hate
SUMPAH GUE TERIAK PAS DISINI. KEK?! ANJIR SONGKANG AING WOI BUGIL BNGST,not hate,not hate,not hate
USER Lebih serem dari setan iblis jurig mang dasar juancokkk lo adi,not hate,not hate,not hate
"aku yang tadinya excited banget buat unity karena mau banget ketemu jaehyun yang dimana bias pertama aku di dunia kpop ini. jadi kaya marales kieu anying, naha bet mahal pisan eta tiket na asa heman aing ngaluarkeun duit sakitu jang 3 jam edann😭😭",not hate,not hate,not hate
juyeon rada gelo kata aing mah,not hate,not hate,not hate
"temen kuliah waktu itu ngasih kode sambil bisik2 dari jauh ""minta roti jepang"" gue jawab ""kapan gue ke jepangnya bjirr"" terus dia sewot ""minta softex ih gtu aja gak ngerti"" YA TINGGAL BILANG AJA PEMBALUT KEHED AH SIA TEH",not hate,hate,hate
Koplok dah stress bgt gue nyari kerja,not hate,not hate,not hate
USER hahahahha.... tapi emang betul sih pix geger otak pantesan banyak yg nimpukin da pikasebeleun peureup🤣,not hate,not hate,not hate
"USER Gue real kesel anjir asli sama tu yang ngomong, SIA NGAJEDOG DIMANA KEHED",not hate,hate,hate
"USER Kedatanganmu doang tuh udah bikin temenmu seneng tau nder, kecuali kalo u temenan sama anak jurig https://t.co/6TMAvBoeCM",not hate,not hate,not hate
pala kau sakarepmu dewe ehe ehe aing getok pala lu https://t.co/gLN9lPsTtF,not hate,not hate,not hate
"Selalu inget perkataan yang di omongin sekalipun itu ke asbunan gue dia tetep inget *aga koplok tapi gapapa, chat dibales per bubble, act of service, ditungguin sampe masuk rumah baru pergi pulang",not hate,not hate,not hate
"USER Wkwk sieun naon atuh da mangs. Sieun jurig, da puguh dimana tempat pasti aya jurig. Lamun binatang pada dasar na binatang mah cenderung menghindari manusia. Kaleum aja wkwk",not hate,not hate,not hate
USER Apanya yang jujur??? Belegug mah heueuh we.,not hate,not hate,not hate
muka mirip jurig gitu dibilang kharismatik 🤡🤡🤡,not hate,not hate,not hate
USER Ngetik dulu yang bener baru ngeroasting. Masih kecil anak jurig kunti bogel sok-sok an main hp.,not hate,not hate,not hate
"Soalnya uang dari atas (yang borju banget) gak turun ke ekonomi bawah, pada disimpenin buat modal kampanye"" LEBOK ANJING TAH KU SIA KEKUASAAN REK MOAL MILIH AING MAH""",hate,hate,hate
Salah terus atuh aku mah apa atuuh da runtah masyarakat hehehehe,not hate,not hate,not hate
USER USER USER USER Yg ngemis ngemis saha lur aing mah teu ngemis ngemis ka menejemen. Kop teh teuing lebok ku maneh menejemen,not hate,not hate,not hate
"USER IYAAHHH BJIRRRR, jam2 jurig nongol mereka live😭😭😭",not hate,not hate,not hate
"lagian cowo yg bener mah kalo tau cewe yg dideketinnya ada cowo ya mundur ajalah, simpel gasuka cari penyakit. kecuali kalo emng duaduanya sama goblog tah karek, diterusin pasti dengan rasa bangga sbg perebut kbgh batur, pdhlmh duanana ge runtah ajg 🤮",not hate,not hate,not hate
"sedetik tiba2 pgn nonton sedetik lagi tiba2 ga mood, gimana sih gobloug dasar belegug",not hate,not hate,not hate
"USER Jadi jurig atuh kalo hitam mah,,aku sebelumnya pake Wardah Velvet mate yg no 5 mauve on tp ya cerah mau yg lebih kalem",not hate,not hate,not hate
"ni kalo keadaannya dibalik pasti dia mah gabakalan mau di ririweuh kaya gini, kurang baik apa lagi aing tuh",not hate,not hate,not hate
Gue ga da masalah sm Baekhyun . I like him so much .. Tp fans nya tuh adaaaaaa aja yg goblok . Pikasebeleun aing jdinya clean@companysoosoo.com USER,not hate,not hate,not hate
"USER USER Itu lu liat lu denger tahun baruan diblayer ganggu orang,kan mereka pam disitu kehed",not hate,not hate,not hate
"btw terserah ya kalian mau percaya atau gak sama cerita gua ini, nilai aja menurut kalian gimana, tapi selama ini jurig huntu s3tan kaga jadi galak atau solo stan, aman😭 maaf sobat astral ak gbs menerima km kalo km ga ot13😚",not hate,not hate,not hate
"USER USER ngaca sia, kehed sia lu yg slr mana degemnya banyak",not hate,hate,hate
"USER USER giliran Irene u bisa bikin alasan karena doi rapper tapi giliran member lain u ga bisa bikin alasan kenapa cf mereka kurang dari Irene, knp ga bikin alasan juga kalau mereka kurang menjual gitu jadi sama-sama. Irene gak di spesialin kek yg u orang omongin dasar kehed",not hate,not hate,not hate
USER USER Beeeuh..si koplok Ath💩 pansos kekoplokan..siapa yg bilang loe lg nyebarin..membaca kalimat simple aja loe ga paham..gue bilang di NKRI jadi ath💩 itu hina..loe diem aja hina..apalagi kalo nyebarin kena pasal 156 pidana koplooook.🤣🤣Ath💩,hate,hate,hate
Ah koplok beneran salah lagi kan file lu taik dah,not hate,not hate,not hate
aingtuh samsek ga mempermasalahkan kalo ada cewe yg ngeroko dan minum yg jadi masalah kenapa org sedeket dia bisa ngira kalo aing bakal nyentuh hal itu?,not hate,not hate,not hate
"USER USER USER Ketahuan Lo emang asal bacot. Pilpres 2014 dan 2019 USER belum ada akunnya cuk. Emang udah fakta, kalau pendukung 02 minim literasi, gede bacot asal nuduh. #Belegug sia #Kehed",hate,hate,hate
USER ngeluariinn jurig lagiii aku gebuggg yaaa,not hate,not hate,not hate
breti lucu banget kenapa sih anjir lucu kayak iiih gemes banget yaallah lucu banget adek iih yaallah anak jurig ih masih smp,not hate,not hate,not hate
USER Klu bener ada tukang survei bayaran sing dilalebok jurig,not hate,not hate,not hate
BJIRRR!!!! COWOK GUEL UDAH KECAPEAN GITU MASIH AJA GAMAU INGKAH KALIAN TEH BELEGUG BGT :(( https://t.co/MlANWH7Vg0,not hate,hate,hate
"Evaluasi sampe jam setengah 3 anjay, eval nya 1% 99% nya ngantuk aing",not hate,not hate,not hate
"SEBAGAI WARGA BANDUNG, AING BENER-BENER CAMPUR ADUK IEU RARASAAN. POKOKNYA MAKASIH BANGET UDAH DATENG KE BANDUNG, A💙 SATU LAGI, A. LU MUSTI KASIH TAU MEMBER LAIN KALAU KONSER GAK HARUS SELALU DI JAKARTA🫰 https://t.co/BJv8CyjIb5",not hate,not hate,not hate
"Lah, urg baru tau sekarang kalo Ada fitur itu. Sumpah berguna pisan soalnya biasanya kalo lagi dengerin lagu di jalan dan nemu lagu random yg enakeun, suka maksain buka hp buat cek judul lagunya wkwkw. Mana kalo siang kudu adjust brightness dlu ribed. Ka mana wae aing teh :( https://t.co/AMuy5wIMxy",not hate,not hate,not hate
"USER USER USER USER USER Bela junjungan gtu amat kek dpt jatah kursi aja, kalo gua sih emg golput.
Cma gedeg aja liht para pendukung 1 ini pda koplok smua, prsaan pendukung 3 udh adem aje deh ini. Lu pengikut nenek tarwiyah psti, kok koploknya nemen bela junjungannya😂",not hate,not hate,not hate
"Cuma sama temen-temen Bandung gw berani manggil Goblog, Anjir, Kehed dan tidak ada yang tersinggung 🤣",not hate,not hate,not hate
USER kk kanjut don gw suprot trus,not hate,not hate,not hate
"KANJUT minta maaf doang mah setan juga bisa, bayar tu utang biar gue ga kena teror juga setan.",not hate,hate,hate
kebangun jam set3 subuh gara gara perut aing sakit banget,not hate,not hate,not hate
USER USER ujungnya bikin kanjut aku sakit banh,not hate,not hate,not hate
Sepedahan 35km kalah capek sama masak dan meal prep buat 5 hari + cuci piringnya. Pantesan emak gua ngamuk-ngamuk mele kalau makanannya ga gw lebok,not hate,not hate,not hate
"bener sih roda itu berputar, tapi kenapa anjing aing di atas nya sebentar, lama nya di bawah anjing",not hate,not hate,not hate
"Rill horror anjrit w baca ini agak palpuy berarti energi si jurig gede bgt ya soalnya abang ini sering nangkep pake kameranya. Untung w lg dirumah gak di kontrakan aowkwwk kebayang anj, tp baru inget dua hari lg w masuk malem terus yg lain lg pada diliburin cm dikit yg masuk fak",not hate,not hate,not hate
STRESS BANGET PAGI-PAGI BACA CERITA JURIG,not hate,not hate,not hate
USER TEUING AJGGGG BANYAK YG GAK AING KENAL JG,not hate,not hate,not hate
bjirrr kata gw teh boloho pisan gibron gibron.,hate,hate,hate
USER Ah gw juga pernah diginiin di daerah probolinggo.. patwal ngawal apa coba? Club mercy.. ngehek. Sampe banting setir masuk ke bahu jalan yg dalam.. coba ada dashcam waktu itu. Kehed bgt.,not hate,not hate,not hate
