tweet,anotasi1,anotasi2,anotasi_final
"Efek mini market kalah bersaing dengan warung Madura yg 24 jam, rakyat kecil yg jelas mencari nafkah untuk makan dipersulit, dasar Rezim koplak bin pekok https://t.co/NM1KcNodL4",hate,hate,hate
"USER Ketika Jepang legalin poligami. Tp yang aku gedeg itu ya poligaminya tuh gak kayak di Islam masa Rasulullah SAW. Jadi kek gendeng lu."" Gituh.""",hate,hate,hate
USER USER emyu ini ga aman kalo ditinggal tidur asu,not hate,not hate,not hate
"Ak yg gtw bahasa jawa, diajarin sama arin apa artinya silit ☺️",not hate,not hate,not hate
CEWEK GILAAAA KON GENDENG BANGET COK WING GENDENG AE KALAH GENDENG BLOK GOBLOK RAIMU ASU,hate,hate,hate
"USER Menyalahkan KPPS yg sdh bekerja keras dr jam 6 pg smp ke jam 6 bahkan jam 8 pg.
Dasar orang orang pekok",hate,hate,hate
USER HARUSNYA GW DAPAT 3 POIN TADI ANJ KARNA PANITIA KONTOL JADI POIN 2 GAK LANJUT BABAK SELANJUTNYA KONTOL MEMANG,hate,not hate,hate
USER yg di gilain kek asu,hate,not hate,hate
mau curhat ke org tpi tkt dibilang gendeng,not hate,not hate,not hate
"USER percuma sekolah tinggi² kelakuan kek yg kgk skolah lu, psti u menganggur dengan gaya. dasar beban keluarga. mikir jancok!!",hate,hate,hate
"USER USER USER Torah kau paksa cocokologi dgn dogma trinity gerejamu, skrg Qur'an kau pelintir demi cocokologi lg dg dogma gerejamu,kl mau belajar kitab suci yg bener suci belajar sm yg py kitab jgn kau comot2 sepenggal ayat, dasar umat codex salembacus pekok",hate,hate,hate
Bajingan gue ngerecord di laptop kenapa jelek banget cok,not hate,not hate,not hate
jadi keinget dulu waktu lamaran jam 2 siang aku jam 9-12 masih meeting di kantor cok gendeng jugak padahal iku tanggal abang 😭😭,not hate,not hate,not hate
"Tak untal raimu nggae sandal e ibuk ku yo cok heh minimal akal iku digae, kon iki hacker opo tukang boong seh. Silit mu tak dungakno kelap kelip terus kobong soale bacotmu iki kyok tong kosong dsr kutil kuda ireng, tuku o popok gae tentara mu ae kono hush hush goblok i",hate,hate,hate
"Dongok loe, coba di check kalimat diatas...mbaknya mencontohin perjuangan para pahlawan dgn air mata dan darah...

Dasar penjilat2 pekok 02 🫣",hate,hate,hate
USER Kl erdogan rangkulan dgn Netanyahu kadrun2 mingkem.  Dasar pekok,hate,hate,hate
USER USER Akun porno...wooy Mulyadi..matamu picek apa gmna? Jktmu dimana?,hate,hate,hate
"USER Jancok.... udah nungguin jawabanya, ternyata asu dahlah",not hate,not hate,not hate
"USER kalo mutual ya asu sih, kalo mantan keknya aku diem aja 🙂",not hate,not hate,not hate
"USER JK saja berani berteriak Esemka bodong,masa kamu mau pilih Cawapres anaknya sontoloyo ?",hate,hate,hate
GUE GA IKHLAS YAA JANCOK SIAPAPUNYG NGAMBIL MANGGA GUEEE AWAS AJA LH,hate,not hate,not hate
USER ngakak kontol baca wa gw!!!!,not hate,not hate,not hate
"USER anjay wkwkwk, tapi gw emang udah jadi wong edan ken dalam mencintai wonbin wkwkwk 🤣🤣",not hate,not hate,not hate
"USER USER Wkwkwkwk,emang sijoko dulu bukan kebo congor putih??coba sijoko maaih ikut mak banteng,ada komen ??",hate,not hate,hate
"USER lambemu njengat, anak2 mu, anak2 Indonesia lain nya yg butuh, dasar Penjilat",hate,hate,hate
"USER USER USER USER USER USER USER bjir nyebelin bgtt, Jadi keinget pengalamanku di brand yg ownernya cewek juga (dia lagi hamil waktu itu) aku pernah udah haid hari pertama bener bener lg bocor bgt izin buat ganti pakaian aja gabole bgst dah jelas di celanaku tembus akeh pol gendeng tenan sek nduwe☺️",hate,not hate,hate
SM jancok 😌😌😌😌😌 tapi ya udah hhhh gue udah muak,hate,not hate,hate
USER Lewat tl ka. Tapi emang si minet tuh jancok tenan cokkk dari tahun ke tahun gitu terus lah asu gedeg gw :),hate,not hate,hate
"USER Bukankah 2023 demokrasi wani Piro adalah hasil dari demokrasi sontoloyo 2014-2023 yang pak Gun juga terlibat menjunjung di dalamnya ? Klu mau tobat all in dong, politik itu soal akal pak gun bukan soal hati. Ntar nangis lagi klu di kecewain pdip sama Ganjar.",hate,hate,hate
"Gua tau kalo si myet emang kagak pernah bener tapi fandom ini juga kudu gerak udah tau si mnyet kek asu tapi fandomnya disini terus gimana mau dapet coba? Txt udah mau 5 tahun mereka terus berkembang tapi fandomnya malah ngestuck terus, sedih tau gak liatnya",hate,not hate,hate
Asu lah gua nangis lg gara” sebong 😭🤏🏻,not hate,not hate,not hate
"USER Modal duit APBN 
Cuan milik pribadi ⁉️

Dasar Pekok ‼️",hate,hate,hate
USER USER Yang ngasih nobel matanya picek,hate,not hate,hate
EMG BOLEH SE EMOSI INI BACA AU? JANCOK,not hate,not hate,not hate
USER Udah dilerai jangan tapi tetep nembak gendeng banget 😭,hate,not hate,not hate
USER USER Ngebantai rezim congor abu janda dan abu sampah😅,hate,hate,hate
USER Emg ble ngatain pacarnya gendeng bro,not hate,not hate,not hate
"Semalam ga bsa tidur banget njir. Matlis tengah malem, mana panas lagi, jadinya ga bsa nyalain kipas angin. Ditambah ada tetangga karaoke smpai jam 3 pagi, dan rumah dia pake generator, jdi pas matlis ga ngaruh. TETANGGA GILA, BANGSAT, JANCOK EMNG. KARAOKE SMPAI JAM 3 PAGI G GUNA",hate,hate,hate
"iki jane do sarkas opo murni pekok?, walaupun jaman sekolah nilai matematika ku jarang punjul seko 7 at least jik paham matematika dasar su...",hate,not hate,hate
motor kontol nyusahin aja jam sgni,not hate,hate,not hate
USER USER USER har har... lu lahir di Indonesia tapi lagak kek yg Paling Arab... kacaunya lagi si bahar punya Murid... apa jadinya ?? Gurunya Gendeng Muridnya Sableng 😂😂😂😂😂😂,hate,not hate,hate
USER USER USER USER USER USER USER USER USER USER Msh ABG kok udah byk jembut nya 😃😃😃😃,not hate,not hate,not hate
Wong mendo nek gabut sinau Wong pinter nek gabut ngebantai land of down,not hate,not hate,not hate
padahal jy sering minta maaf even bukan termasuk kesalahan buat kita. pake ngatain playing victim jancok lah🙄🙄🙄🙄,not hate,not hate,not hate
"Just wanna say, BAILA JANCOK ☺️ gua udh gregetan bgt sama lu baila ye jgn sampe gua gebug dada lu ☺️",hate,hate,hate
USER USER Dasar penjilat pekok lu.. Apa yg salah dr gambar itu?,hate,hate,hate
"Kalo lu di posisi kita, pasti Lu juga gak terima kalo foto idol lu di kasi stiker ba*i + di blur Se blur -blurnya. Lagian itu foto kan bareng' sama Jimin kenapa Jimin ku di kasi stiker ba*i begitu woy 
Emang dasar Jancok 😤🤬🤬",hate,hate,hate
"USER Apalagi dipupuk dari kecil tuh, ga jarang liat bocil tiba2 narikin parkir juga. Jancok bgt asu",hate,hate,hate
USER Sudah konteks itu anjing komeng gw.. lu aja yg tolol dasar rakyat pekok.. lu yg brisik nyett!! Makanya jd org cerdas biar bisa cerna maksud tujuan latarbelakang sipenulis.. dasar manusia bawah.. giliran coli lu juara syetann,hate,hate,hate
"USER pls gw belum berani, TAKUT JELEG JANCOK 😭😭😭😭😭😭😭😭😭😭😭",not hate,not hate,not hate
USER USER USER USER USER USER USER USER USER USER Kaum sontoloyo dari solo menuju loyo https://t.co/ohtlRpV5XO,hate,hate,hate
USER Kades gemblung ayam tok ae kok...rakyatmu kou penjarakan dasar pekok..,hate,hate,hate
USER mahito ni emang karakter paling kontol sejagat fiksi,hate,hate,hate
"USER Rasane pengin ketemu karo abu janda,pengin nyumpel cangkeme nggo mercon😠",hate,not hate,hate
GUE UDAH GABISA MODE SOPTIE LAGI MAAF BGT EMOSI BGT JANCOK,not hate,not hate,not hate
Sumpis. Gue mending main cocoki 24 jam daripada main ocho cuma 30 detik asu dapet emosi ubun ubun doang,not hate,not hate,not hate
USER USER Emang bocah gendeng weeeka 😜😜,not hate,not hate,not hate
"Mengenal kalian satu persatu sangat menyenangkan. Ada yang congor iblis, kecilnya kelam, cerita keluarga yang unik, bartender, survive kuliah, kerja-kuliah mati-matian, manusia turing, manusia organisasi, biliar terus, pikmi dan sangat beragam.",not hate,not hate,not hate
USER USER Dia emng suka sengaja meng gendeng kan diri sendiri 🤭,not hate,not hate,not hate
USER WOILAH mana naya gendeng sama bayik kiwinya udah lahir blm sih????? Mas abi mo ga jd lakik aku 🥰,not hate,not hate,not hate
"USER Matamu picek, yang mana foto ibu Suri",hate,not hate,hate
USER Dah demiss si sampe gendeng pas kelas online tahan cuma setahun,not hate,not hate,not hate
USER WKWKWKW itumah lu nya yg gendeng artinyaaa,hate,not hate,hate
"Eh dasar ya pekok disimpan beneran ke sarung nya,pdhal tangan sultan hadiwijaya sdh dipegangin oleh sunan kudus.maksudnya kan ditusukkan ke tubuh sultan hadiwijaya, gtu lo.
Adegan real yg menggambarkan politik dan strategi di jawadwipa kuno harus menangkap kecerdikan.",not hate,not hate,not hate
"USER Woiiii radikal radikul yang radikal itu siapa?tuh yang radikal para pejabat penguasa yang korupsi milyaran triliyun yang merugikan rakyat,rakyat kecil mau makan ajah susah kalian tuduh dengan radikal radikul bulsiiit.dasar pekok",hate,hate,hate
Anj anj lemes anj tp hrga tiketnya dh bs ke korea jancok https://t.co/3tKXtlbbZY,not hate,not hate,not hate
"POSTERNYA JELEK, AHH TAEK LAH GABISA DATENG TAEK TAEK TAEK MANA MURAH BANGET ITU😭",not hate,not hate,not hate
USER USER USER USER USER Fitnah ndasmu .. guoblok kog loe telan sendiri.🤣🤣🤣🤣,hate,not hate,hate
"USER , lu pikir nih akting harus maen drama? Harus maen pilem? Lu pikir bikin MV ga kudu akting? Bikin konten gak butuh akting... emang asu semua. Soal vokal? Seokjin udah diakui silver voice. Dia udah diakui sama vokal coach. Akting? Lu liat akting mv2nya konten2nya. Anjing https://t.co/loUmWtIthY",hate,not hate,hate
NELLAAA KHARISMAAAA MYY OSHIIKUU SATU2NYAAAA ❤️ apalagi judul lagu konco mesraaa liriknya gwehhhj bangeutzzz xixxixixi. dan jangan lupakan lagu jaran goyang uhuyyyyy~~ https://t.co/Igwq6xi3oh,not hate,not hate,not hate
Rekor gak pernah cukur jembut brapa tahun?,not hate,not hate,not hate
USER Matanya aja yg picek Ka’bah besarnya kayak gitu kok gak bisa liat 🤣,hate,hate,hate
Its halal to ngaplok cangkeme wong yang tetap nyaut pdhal ga diajak ngomong,hate,not hate,hate
"USER USER USER Efek problem orang tua mungkin. Inget dulu gimana dramatisnya, mungkin sampai membekas ke DNA anak²nya. Lihat lagi coba foto legend ini, wajah Maia indahnya kek apa itu 🥰 Mana lagi ada yg dulu bilang Dhani sewaktu gendeng tai lalatnya di titit ilang https://t.co/E0qZ2TSzki",not hate,not hate,not hate
mana kti ku ga jalan sama sekali asu,not hate,not hate,not hate
"USER USER Sabar, mrk lg konfirmasi dgn sontoloyo ... dan pura× cemas biar ga ketahuan....",not hate,hate,hate
JANCOK PINGGANG GW SAKIT ANJENG GARA2 PILATES KEMAREN 😭😭😭😭 ASUUUUUU,not hate,not hate,not hate
"Lihatlah. Makhluk2 yg selalu paling depan ngatain army toksik, nyatanya mrka sndrilah yg toksik. JANCOK jareku seeh!!",hate,hate,hate
"USER aku sek wong lanang melu isin masss, ditagih utang malah ita itu, elingo pas nembung utang kepie, lanang kok mendo, ora gagah blass!",hate,hate,hate
"awalnya gue ga sadar ada si cengtri itu, trs dia bilang coba liat belakang"" gue liat belakang tp gaada bapak"" yg gue liat. temen gue nengok kan, trs ternyata cwo cengtri yg dia maksud ada, dan jalannya pelan trs ngarah ke kita. jancok dia lgsg ""anjing lari cok lari"" UNTUNG DEKET""",not hate,not hate,not hate
bajingan tugas gabisa santai langsung 3 biji jancok,not hate,not hate,not hate
USER USER hmm tweet lu bau silit mnding diem deh,hate,hate,hate
USER USER USER Akal pikiran mu yg kemana mana La Kowe picek kok matamu😄,hate,not hate,hate
"USER USER Suruh nunjukin bunyi pasal kok malah nunjuk nomer2 UU, dasar pekok. Sdh dibilang harus orang pribadi yg dituduh malah bikang bea cukai. Wkwkwk. Sdh prof tdk usah dilayani. Bener suruh sekolah saja.",hate,hate,hate
cara cukur jembut yang tumbuh di batang titid gimana ya biar clean 😖,not hate,not hate,not hate
USER Kurang lah curr 200k kos makan dll gendeng a,not hate,not hate,not hate
"USER Heh Djuhari tempik basin. Melarat keuangan miskin sekarat, terus saja PANTAU akun socmed anak, gara² ndasmu MAIN APPS GAME JEMBOT Tiongkok KONTOL https://t.co/peHzcZ9EUo",hate,hate,hate
"USER Emg asu yg begini, apalagi klo fantasi yg ada baru jadian malah koit njir. Fak kata gue teh 😭😭😭",not hate,hate,hate
"USER GENDENG U, GW LIATNYA TAMBAH GENDENG",hate,hate,hate
USER USER USER Hey sudrun g0bl0k.. Ambisi pribadi gundulmu anjlok? Gibran maju karena diusulkan oleh PARTAI GOLKAR. Jd gak salah kan klo koalisi partai2 yg ada di KIM merebut kekuasaan dr PDIP?? Mosok PDIP mulu yg boleh berkuasa?? Emang negara ini milik nenek moyang PDIP??. Sudrun g0bl0k lu,hate,hate,hate
USER USER begitu jadi hakim MK trus pada ngedan ngila dasar pekok,hate,hate,hate
"USER emg dasar budeg, pekok, kentut, kek tai",hate,hate,hate
"USER USER USER BLok goblok, tahun 2022 kereta api di indonesia ke ontimenya sudah diangka 90%. Sisanya ya karena ada kejadian dan faktor teknis. Ribet banget ah sok sok an tepat waktu banget cok jancok",hate,hate,hate
jancok ujian langsung matkul banyak apa ga stres,not hate,not hate,not hate
"Pilihin dong lucu mana, gue pusing sendiri karna lucu semua taek https://t.co/RPXcPQn3Fx",not hate,not hate,not hate
"USER Ngeri amat, untung jalunya gak kena mata Mas. Bisa picek itu 🙁",not hate,not hate,not hate
Diem atau gue tarik congor u https://t.co/QU8YYVpD0f,hate,not hate,hate
"USER Si homo pekok, sok tahu.. 😆😁😆 belajar ama ustad cabul dah kayak ahli sejarah.. 😁🤭😆 hehehe dasar kontol belang.. 🙊🙈",hate,hate,hate
JANCOK SIAPA EMG YG BIKIN LAGU CHAMPAGNE PROBLEMS HAH GUE ROBOHIN RUMAHNYA,hate,hate,hate
"Kanjeng MAMI bin Sontoloyo bin Gendeng Melintir sedang Marah kepada sang JONGOS""nya agar Sadar, KAMU ITU JONGOS dan TETAP JONGOS di hadapan saya.😂😂🤣 Kamu itu Bukan Rakyat Ind yg sdh merdeka ttp JONGOS sekali lagi JONGOS,,Paham!!🤣😂🫵🤣😂🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩😎😎😎😎😎 https://t.co/mEKWUn7Cg3""",hate,hate,hate
emang kontol lu segede apa sih anjinggg????? nikah aja lu sama tete sanaaaaa,hate,hate,hate
USER USER Ternyata egi sudungu belum pernah lihat ijazah asli jokowi kok bisa nuduh ijazah jokowi palsu. Dasar pekok,hate,hate,hate
USER Tragedi? Itu perang yg diperparah dgn genosida. Situ kok congor nya kayak jd corong pemerintah Israel ya cak USER ?,hate,hate,hate
"USER USER Lu jilat aja sampai silit Israel, lu gk bakal dianjing2in, tapi emang sdh dianggap anjing",hate,not hate,hate
"Di ulang2 lagi videonya buat liat mas2 depan, terus pas liat sepatunya “kok sama kaya sepatu mby”, di liat lagiiiiii ternyata mas2 gantengnya suami saya😭 Emang matanya aja aga picek suami sendiri ga engeh😭",not hate,not hate,not hate
"Tolol anying nmanya ngetwit aja kudu mikir dulu, ya masa ngedit cuma ngasal ngekrop digabungin tpi bisa²nya jm gaada dieditannya? alibi doang bilangnya kelewat ato gak sngja ITU MAH SENGAJA BNGSAT DASAR TAEK rj stan berkedok drimjen sipaling sayang ber7 pdhal aslinya ot6🥴 JANCOK",hate,hate,hate
"trs kalau ga lanjut ak harus ngapain yh di twt, pdhl ak sk bgt begadang buat nungguin ni au, dsr readers ribet tai udh enak tinggal baca banyak cocot bgt bbi",hate,hate,hate
USER Si Ganjar ini dari dulu memang asu,hate,hate,hate
"Jam segini masih belum bisa tidur karena alergi kambuh, kirik emang.",not hate,not hate,not hate
USER Ada saatnya congor tuh mingkem 1. Saat denger adzan 2. Orang lain bicara 3. Nyanyi lagu kebangsaan,hate,not hate,not hate
USER Bawaslu USER mendadak picek kalo lihat keponakan Anwar ini.,hate,hate,hate
USER USER USER Karena dicurangi .. dasar pekok tukang tipu di dukung,hate,hate,hate
"Aku pacaran ambe arek band yo fine-fine ae kok. Malah sinau filsafat ambe gendeng titik. Gendeng katresnan menyang areknya, maksud e.",not hate,not hate,not hate
Tadi waktu jalan balik gw ktmu si bisex tukang kompor dan sotoy maksimal Ingin sekali ku injak2 mukanya yg seperti silit itu,hate,hate,hate
Aaaaa jancok adek kicik telfon ngajak makan. tapi gue gaiso sedih bet,not hate,not hate,not hate
USER Kurang ugal ugalan apa lagi sihhh aku di matamu itu astagaaaa😔🤲🏼,not hate,not hate,not hate
USER dasar pekok bin goblok. dimana2 yg dituduh curang itu yang menang.. fahri jgn lupa diminum dulu obat pikun nya ..,hate,hate,hate
Awal kuliah vs semester akhir Agak gemblung tapi masih aman 🤣 https://t.co/up3ClKFdem,not hate,not hate,not hate
cok suwe suwe gendeng aku jomblo terus,not hate,not hate,not hate
"tau numpak eka, di pepet pura” bisu ambe ndudokno lambe gaisok ngomong🤣",not hate,not hate,not hate
"Klo fandomnya uda lakuin doxxing brrt fandomnya uda gak punya apapun untuk ngebela favenya, mandingin org yg natural (wajah asli no filter no makeup) dgn org yg lakuin OP yoo beda anjing!! Tp sayang yg kalian doxxing ttp cantik cok!! Nek koe ngomong dee elek fix motomu do picek",hate,hate,hate
"USER USER Yg picek matamu, itu bukan seragam hamas, yg fakta tuh Israel ngebom RS, sekolah, pengungsian, gereja, masjid, punya mata sama otak dipake, koplak",hate,hate,hate
"USER USER kok kesadaran lebih, enak aja, harusnya matane kena abu rokok pengendara lain yg merokok juga kok 🤣",not hate,hate,hate
USER USER Bwahaha..akhirnya terungkap..istikomah cuy..iya in aja dah histora..gw kirain emang gudang pengetahuan..ga tau nya congor abdul jg,hate,not hate,hate
USER USER Oh maaf Mimin lambe gak buka DM dari orang yg gak dikenal personal,not hate,not hate,not hate
"USER USER Feeling bakal ke nomor 3, tapi aku berharap seng menang 1 atau 2 agar Persebaya masih di pegang Pak AZA setidaknya sampai Persebaya Juara. Jikalau yg menang 3 dan Pak AZA jadi menpora. Mesti cangkeme suporter liyo elek elek Persebaya. “Tibakno duwe wong jero saiki bajol” (Misale)",not hate,not hate,not hate
Tanggal 1 Desember jangan lupa ucapkan kontol kepada Israel,hate,hate,hate
USER USER Dasar goblok matamu picek jancok,hate,hate,hate
"USER koen gak lebay seh , cuma koen goblok tolol jancok wes iku tok ae",hate,hate,hate
"😂😂😂😂😂 udah naik jadi 1/4 putaran, makin gemblung aja nanti galeng",not hate,not hate,not hate
"Produktif2 taek Asw, yg ada hnya kekalahan-kekalahan!!! Pokok bapa kudu sehat, balik lagi dulu ya ndek perantauan..",not hate,not hate,not hate
"USER Waahhhhhhh
Dasar wong pekok
Diingatkan malah nuduh Para Cendekia modus modus

Mereka para Cendekia Guru besar, Dosen itu, saya YAKIN bersikap NETRAL, pasti sudah dengan pertimbangan menyampaikan statment kepada penyelenggara negara yg dirasa sudah KETERLALUAN

Introspeksi lah....",hate,not hate,hate
"USER Panitiane muatane picek tenan,moto picek ko jadi panitia...🤣🤣🤣🤣",hate,hate,hate
Astagfirullah 😩 Baru juga cangkeme sembuh udah bisa makan Indomie panas pedes Sekarang kakinya sobek Astagfirullah https://t.co/QM28oZwCuO,not hate,not hate,not hate
USER USER USER Goblok mung  u23 kok merembet ng liga dasar kontol penyepong pssi jancok asu koe,hate,hate,hate
"USER tiap hari, yg bkn salah gua jg gua yg kena. jancok",not hate,hate,hate
Gw nabung dulu deh buat beli kacamata 😔. Duit gw cuman ada 200an doang hiks 🥲. Mana mata gw silinder. Jancok lah 😭,not hate,not hate,not hate
jancok mesti lak nang kantin ketemu dua sejoli iki sg selalu makan bontot bareng pagi” ber-2 amb sayang” an😭,not hate,hate,hate
USER Itu pasti di negeri sontoloyo,not hate,not hate,not hate
USER Tidak ada kata terlambat untuk teriak roy kane jancok 🙏,hate,hate,hate
USER USER USER nama Mohamad itu nama NABI.. Buuaannyyakkk orang menggunakan pakai nama itu tapi buuaannyyaakk mereka2 yg berlaku bohong..!!! tapi eloe kicrutttt... congor loe mingkemmm...!!,hate,hate,hate
"USER USER Wkwk, hooh. kalau disini ndas"" itu termaksud kasar. Biasanya cuma dipake buat hewan. Ndasmu biasanya buat misuh2 gesss, tapi w kadang kalau pusing bilangnya juga ""ndasku ngelu"" kok 😭 penting km kalau sm orang tua jangan gitu yaa ntar kena tabok 😭""",not hate,not hate,not hate
"Saya besok mau off wa dan twitter sek, bolo. Males karo milo. Wong gendeng",hate,not hate,hate
"USER USER Bersyukur masih bisa menelan. Kalau kamu habis kelilipan tlethong kebo ya? matamu sampai tertutup, banyak yg sdh tahu apa yg tjd pada tgl 7 Oktober. Kalau nggak tahu, jangan sok tahu, malah menyalahkan orang lain....😅",hate,not hate,hate
USER Halah.. Poligami poligami. Kontol lu itu nafsu an jangan landasin sama agama lah jancok.,hate,hate,hate
"USER Gayane sok nulungi Arema raurungo mrongos dewe, dasar lumba"" pekok 😅😅😅",hate,hate,hate
Bayangin ibu kota baru jadi tempat pembuangan SDM ga berkualitas. Gendeng,hate,not hate,hate
USER Wong gemblung... ini lagi konstetasi cari pemimpin apa komika atau kartunist?? Koq genz se +62 dia pikir bodoh² dan happy dikasih gambar² tampa ada gagasan dan program² yg jelas ? Duuhhh,hate,hate,hate
kebiasaan banget jam segini laper asu,not hate,not hate,not hate
USER Negri ruwetnesia dasar jancuk 😠😠👊,hate,hate,hate
Syukurlah Yang penting itu mulut si Roki terung itu di jaga baik baik jangan asal congor https://t.co/juhmSGyaEV,hate,not hate,hate
"jea j nya jancok bat lu, mampus gua up disepertiga malam, semoga flop https://t.co/ZiClcMVPOV",hate,not hate,hate
"yh ini pekok bgt karcisnya sobek, sampe diketawain mas masnya👎🏻 https://t.co/zR2PONnGXU",not hate,hate,hate
USER Orang-orang kaya begini kenapa umurnya selalu panjang? Gak punya hati nurani banget jancok,hate,not hate,hate
"Ancurrrrrrrt😁😂Entah gua mau komen apa,dari dinasti nauzubilah oang dekat semua dijadikan pejabat,anak cawakil,menantu walkot,menantu luhut jd Kasad( KSAD),Panglima TNI csnya,dh gw dukung Hamas Mujahidin aj💪🇵🇸daripada ikut sontoloyo hahahahaha amburadul konoha full zionis pesek https://t.co/vgXJB8IkTh",hate,hate,hate
USER Apapun yang terjadi perlawanan akan menang... Jadi Jancok Turok bosok akan hancur... Kemenangan adalah kepastian yang di nubuatkan... Hanya anak² setan yang menafikkan.,hate,hate,hate
"USER kontol emang, yg belain lebih kontollll jancuk kemaren sampe speak up buat apaan anjeng ujungnya tone deaf, emang dasar artis flop opininya gajelas",hate,hate,hate
USER emang picek kali jadi ga keliatan 😌,not hate,not hate,not hate
"USER Yang biadab siapa, yang dituduh siapa. Gemblung 🤧",hate,not hate,hate
USER USER Berperanglah Wahai orang² koplak. 🤣🤣🤣🤣 Karena hanyalah orang koplak &amp Pekok yg bisa saling membuka pekongnya sendiri.....Fakta....Mau bantah?🤣🤣🤣,hate,hate,hate
"ini kenapa sih Ya Allah, padahal kuotaku masih ada, offline ndasmu https://t.co/184sulb4e6",not hate,not hate,not hate
USER USER Dudu asu Mas tapi celeng,not hate,hate,hate
"USER USER USER USER USER Jancuk koen tanya fakta, pengurangan subsidi dan kenaikan pajak itu indikator negara sdg ngos2an dlm penerimaan anggaran. 
USER kau ini goblok, tapi sok tau aja... Dasar penjilat JOKODOK...🤣🤣🤣 https://t.co/WX38io7q4w",hate,hate,hate
Dih anjir??? DASAR GATAU DIRI JANCOK!!!!,hate,hate,hate
"USER Aku mala heran koq masih ada anak bangsa yg mala tdk percaya ada nya SMK Jateng.??
Dibilang ngk punya wawasan dan pekok,malah marah-marah.😂🤣🤣
Dasar pendukung 02 bahlul..
#AsalBukan02",hate,hate,hate
orang minang adu congor https://t.co/9vzfeug1KV,not hate,not hate,not hate
"USER 2019 partaimu memberi piagam kebohongan kepada prabowo, skarang kamu mengatakan prabowo paling ikhlas, lambemu dasar penjilat",hate,hate,hate
USER Kadrun apa.apa.di klaim dasar kadrun pekok,hate,hate,hate
USER Dasar pekok liat kekerasan di depan mata cuma cengar cengir aja.,hate,not hate,hate
MMNGIS 😭😭 GUE SEDIH BHT JANCOK SM,not hate,not hate,not hate
"USER Lah.. sekarang yg pegang kendali kan PSSI, tanyakan kenapa gak ditutup. Yg bikin Rumput Jelek kan USER Kenapa yg sebelumnya hujan lebat gak banjir, sekarang malah banjir. Kok pada gemblung kayak kie ya..",hate,hate,hate
USER Gemblung emang temen gw pada 😂,not hate,hate,hate
Ibaratnya kerja lembur2 sampe berbulan-bulan tapi kaga digaji dasar agensi pekok https://t.co/5BTkeP7BTS,hate,hate,hate
USER LU MINGGAT SONO KE ISRIWIL ANJIINGG!!!! CUMA GEGARA BEDA KUBU AJA AMPE GEBUKIN SAMPE NGEBUNUH SODARA SETANAH AIR SENDIRI. TOLOLLLL!!! INI KLO PEMERINTAH SAMA APARAT DIEM AJA BERARTI SAMA2 GENDENG SIH!!!,hate,hate,hate
USER Ndelok kelakuan ki orang bawaane pngen tak kaploki cok jancok😡,hate,not hate,hate
"USER USER media buzzer 02 biadab, pekok! Lha wong pemilu aja belum kok bisa  bilang menang telak. Dasar media 🐕",hate,hate,hate
"Biarlah waktu saja yang berputar, Ndasmu ojo!!",not hate,not hate,not hate
ANJIR udh gue diemin taunya mata gue yg picek anjir wkwkw sorry 😭,not hate,not hate,not hate
USER Ini grombolan asu opo celeng sih.? Biadab bener,hate,not hate,hate
"STRESSS BGT AJGGGG SALAH DIKIT POTONG GAJI, UDH GITU KESALAHAN SATU ORANG MALAH YG LAIN IKUTAN KENA JUGA MONYETT BABI JANCUK, INI MAH BUKAN KERJA TAPI DI KERJAINN DASAR CINA BABI, GA BAKAL GUA PERPANJANG KONTRAK",hate,hate,hate
"USER USER USER Ah, kalo si provokator pengecut itu gak ngeblok gw, udah gw share video provokasi yg penuh emosi itu ke elu.. Di video itu ada kaum emosional bawa bawa pedang yg haus darah.. Untungnya sih gw sempet simpen screenshotnya 🤭🤭 Duilee.. Saking emosinya sampe ngatain picek 🤣🤣 https://t.co/gh1d6ZkYfB",hate,not hate,hate
"nenek w lebih freak, suka nyuruh2 w ngobrol sama sepupu dan kalo obrolannya sesuai yang dia harapin langsung muji WKWKWKKW gendeng berasa anjing",not hate,not hate,not hate
tiap bangun pasti kelock jancok https://t.co/oAjxtn8ggf,not hate,not hate,not hate
"bisa ga sih jgn nyalahin gue mulu, gue mau sakit hati aja jadinya tu mikir mikir lagi. emg gue ga boleh ya sakit hati. sedih bgt jancok 😞",not hate,not hate,not hate
gk anunya gk yg ini sama² jancok semua ternyata wkwk,hate,not hate,hate
tidak menyangka maman gendeng bisa memperlakulan wanita seperti itu,not hate,not hate,not hate
USER Apa yang Hoaks ? Picek,hate,not hate,hate
USER USER Siapa maksud lu? Lu kagak tau apa-apa diem aja dah. Taek,hate,not hate,hate
"Knp si ya suka2 dia lah mau gmna jg, lagian cakep gtu YG NGOMONG PICEK KAH??🫵🏻",hate,not hate,hate
"USER Alibi ae ini mah jodah jodoh taek kucing. Kalo jodoh lu kejar ampe mampus waktu msh lajang, jgn pas udh nikah punya anak pake alasan gt, manusia brengsek bgt heran.",hate,hate,hate
"USER USER USER yg ada gw jelasin kondisi di tangsel an sekitarnya and karakter wafga asli sana nih, gw nilanv jangankan non muslim, muslim aja klo songong bakalan digeruduk ama mereka.   mestinya makasih ama gw udeh dibilangin . emang dasar pekok semua dah!",hate,hate,hate
